dep;com;arrd;cant;admi;popu;ecarts_popu;surface;nom;xlamb2;ylamb2;xlambz;ylambz;xlamb93;ylamb93;longi_grd;lati_grd;longi_dms;lati_dms;zmin;zmax;wgs84
94;17;2;94;5;751;Entre 50.000 et 100.000 habitants;1130;CHAMPIGNY-SUR-MARNE;6132;24243;6131;11241;6644;68576;199;54241;23056;484902;32;106;48.81695802,2.51615432
95;24;3;16;6;3;Entre 0 et 1000 habitants;740;ARTHIES;5601;24554;5601;11552;6117;68891;-607;54551;14726;490544;123;203;49.09532953,1.79054244
95;625;3;27;6;13;Entre 10.000 et 25.000 habitants;1098;US;5730;24558;5730;11556;6245;68894;-411;54555;15800;490559;46;122;49.09959985,1.9670267
78;245;1;2;6;4;Entre 0 et 1000 habitants;331;FONTENAY-MAUVOISIN;5498;24409;5498;11407;6013;68747;-761;54405;13905;485751;79;152;48.96430893,1.65134334
78;644;2;34;6;60;Entre 10.000 et 25.000 habitants;177;LA VERRIERE;5725;24179;5725;11176;6237;68514;-416;54176;15744;484531;166;175;48.75897958,1.96265644
78;618;1;8;6;5;Entre 0 et 1000 habitants;780;TILLY;5442;24318;5442;11316;5956;68656;-845;54314;13433;485256;109;152;48.88206796,1.57611834
91;546;1;24;6;10;Entre 10.000 et 25.000 habitants;989;SAINT-CYR-SOUS-DOURDAN;5778;23967;5778;1965;6289;68302;-334;53965;20210;483407;72;160;48.56862402,2.03581215
77;53;2;2;5;162;Entre 10.000 et 25.000 habitants;1993;BRIE-COMTE-ROBERT;6202;24105;6202;11103;6714;68437;305;54103;23640;484133;47;104;48.69274084,2.61076808
77;100;2;5;5;44;Entre 10.000 et 25.000 habitants;2271;LE CHATELET-EN-BRIE;6335;23894;6335;1892;6844;68225;503;53892;24722;483011;57;113;48.502518,2.78969303
77;417;3;26;6;2;Entre 0 et 1000 habitants;963;SAINT-LEGER;6675;24271;6674;11269;7187;68599;1021;54265;31518;485020;150;184;48.83871669,3.25556666
77;458;4;4;6;56;Entre 10.000 et 25.000 habitants;2763;SOUPPES-SUR-LOING;6297;23539;6297;1536;6803;67870;443;53537;24407;481059;62;130;48.18353438,2.73585274
77;518;2;32;6;2;Entre 0 et 1000 habitants;1076;VILLIERS-EN-BIERE;6194;23884;6194;1882;6704;68216;292;53882;23558;482939;60;92;48.49410404,2.59890747
95;144;2;15;6;1;Entre 0 et 1000 habitants;307;CHATENAY-EN-FRANCE;6089;24521;6089;11518;6604;68853;135;54519;22729;490360;109;172;49.06686415,2.45821495
77;13;1;7;6;4;Entre 0 et 1000 habitants;1425;AULNOY;6558;24272;6557;11270;7070;68601;844;54268;30545;485027;84;149;48.84073741,3.09628686
77;120;1;15;6;6;Entre 0 et 1000 habitants;827;COCHEREL;6561;24472;6561;11469;7075;68800;852;54467;30611;490112;97;209;49.02044045,3.10302457
77;371;1;7;6;28;Entre 10.000 et 25.000 habitants;1280;POMMEUSE;6499;24244;6499;11242;7012;68573;755;54240;30057;484857;55;146;48.81605794,3.01562677
77;466;3;27;6;4;Entre 0 et 1000 habitants;612;TIGEAUX;6415;24255;6415;11253;6927;68585;627;54252;25404;484936;50;130;48.82654084,2.90141764
78;305;1;1;6;3;Entre 0 et 1000 habitants;640;HERBEVILLE;5670;24343;5670;11341;6184;68679;-500;54340;15311;485422;54;185;48.90611478,1.88660956
78;621;4;24;5;286;Entre 25.000 et 50.000 habitants;1347;TRAPPES;5754;24199;5754;11196;6266;68534;-372;54196;20006;484636;143;174;48.77707324,2.00196419
95;199;2;6;5;146;Entre 10.000 et 25.000 habitants;833;DOMONT;5993;24477;5993;11475;6508;68811;-11;54475;21936;490139;80;202;49.0273865,2.32693753
77;28;1;7;6;7;Entre 0 et 1000 habitants;1837;BEAUTHEIL;6553;24186;6553;11184;7065;68515;835;54182;30519;484548;89;157;48.76348884,3.08836021
77;60;4;3;6;8;Entre 0 et 1000 habitants;1967;BUTHIERS;6070;23654;6070;1651;6578;67987;104;53653;22550;481714;70;122;48.28757443,2.43081992
77;125;1;8;6;14;Entre 10.000 et 25.000 habitants;215;CONDE-SAINTE-LIBIAIRE;6363;24334;6363;11332;6877;68665;550;54331;24954;485353;41;91;48.89785424,2.83131148
77;197;3;23;6;2;Entre 0 et 1000 habitants;643;FRETOY;6634;24122;6634;11119;7145;68450;957;54116;31151;484217;125;162;48.70522041,3.19752642
77;87;3;27;6;2;Entre 0 et 1000 habitants;873;LA CHAPELLE-IGER;6481;24062;6480;11060;6991;68392;724;54059;25918;483911;89;130;48.65261362,2.98907646
77;485;4;3;6;7;Entre 0 et 1000 habitants;1716;LE VAUDOUE;6135;23731;6135;1729;6644;68064;203;53730;23108;482125;66;123;48.35670226,2.51862919
77;421;3;11;6;3;Entre 0 et 1000 habitants;1902;SAINT-MARS-VIEUX-MAISONS;6723;24164;6723;11162;7235;68491;1092;54158;31910;484431;130;183;48.74203159,3.31909568
78;164;2;19;6;8;Entre 0 et 1000 habitants;1722;CLAIREFONTAINE-EN-YVELINES;5684;24016;5684;11014;6195;68352;-476;54014;15429;483645;119;175;48.6122783,1.90812957
78;314;1;10;6;45;Entre 10.000 et 25.000 habitants;480;ISSOU;5602;24436;5602;11433;6116;68773;-604;54432;14733;485921;17;127;48.9893032,1.79302868
91;129;1;11;6;32;Entre 10.000 et 25.000 habitants;1713;CERNY;5994;23865;5994;1863;6503;68199;-9;53863;21941;482837;52;152;48.4773123,2.32839824
91;148;1;9;6;1;Entre 0 et 1000 habitants;480;CHAUFFOUR-LES-ETRECHY;5876;23895;5876;1893;6386;68230;-186;53894;21008;483015;95;159;48.50416236,2.16876099
91;573;2;32;6;81;Entre 10.000 et 25.000 habitants;1159;SAINT-PIERRE-DU-PERRAY;6117;24016;6117;11014;6628;68349;176;54014;22943;483647;32;93;48.61294994,2.49511929
78;251;3;35;6;41;Entre 10.000 et 25.000 habitants;367;FOURQUEUX;5801;24321;5801;11319;6315;68656;-301;54319;20355;485313;67;176;48.88688445,2.06530624
78;440;1;14;6;315;Entre 25.000 et 50.000 habitants;1199;LES MUREAUX;5687;24440;5687;11437;6201;68776;-476;54437;15430;485935;18;53;48.99337021,1.90906509
91;411;3;13;6;20;Entre 10.000 et 25.000 habitants;702;LES MOLIERES;5803;24082;5803;11080;6314;68417;-297;54080;20408;484020;100;177;48.67207914,2.06914287
91;519;1;7;6;4;Entre 0 et 1000 habitants;1035;RICHARVILLE;5752;23859;5752;1857;6261;68195;-373;53857;20003;482818;117;154;48.47144099,2.00122113
91;635;3;3;6;20;Entre 10.000 et 25.000 habitants;334;VAUHALLAN;5905;24150;5905;11148;6417;68485;-143;54149;21227;484402;80;154;48.733433,2.20742286
93;5;2;93;5;825;Entre 50.000 et 100.000 habitants;1620;AULNAY-SOUS-BOIS;6115;24376;6115;11374;6629;68708;174;54374;22935;485611;40;78;48.93652119,2.49337742
94;37;3;87;6;175;Entre 10.000 et 25.000 habitants;118;GENTILLY;6006;24239;6006;11236;6519;68572;9;54237;22040;484848;42;81;48.81349716,2.34467147
95;91;2;6;6;59;Entre 10.000 et 25.000 habitants;451;BOUFFEMONT;5973;24495;5973;11492;6488;68828;-41;54493;21757;490236;92;194;49.04355596,2.29959554
95;102;3;17;6;4;Entre 0 et 1000 habitants;1061;BREANCON;5770;24606;5770;11603;6286;68941;-350;54603;20117;490833;79;203;49.14288621,2.02149927
77;3;4;3;6;4;Entre 0 et 1000 habitants;1230;AMPONVILLE;6143;23645;6143;1642;6651;67977;215;53643;23147;481644;103;122;48.27936321,2.529138
77;142;1;8;5;41;Entre 10.000 et 25.000 habitants;1578;CRECY-LA-CHAPELLE;6419;24291;6419;11289;6932;68621;634;54288;25427;485132;45;157;48.85886919,2.90721773
77;402;3;11;6;4;Entre 0 et 1000 habitants;1499;SAINT-BARTHELEMY;6752;24247;6752;11245;7264;68574;1137;54240;32136;484859;159;203;48.81629347,3.35997127
95;139;3;16;6;3;Entre 0 et 1000 habitants;361;LA CHAPELLE-EN-VEXIN;5559;24653;5559;11650;6075;68990;-672;54649;14355;491102;85;158;49.18400461,1.73203208
95;304;3;34;6;3;Entre 0 et 1000 habitants;528;HEDOUVILLE;5878;24618;5879;11615;6395;68952;-185;54615;21012;490913;41;182;49.15396694,2.16937757
95;656;3;16;6;4;Entre 0 et 1000 habitants;376;VIENNE-EN-ARTHIES;5548;24522;5548;11520;6063;68859;-687;54518;14305;490359;35;147;49.06622287,1.71836908
78;264;2;18;6;1;Entre 0 et 1000 habitants;1892;GAMBAISEUIL;5555;24178;5556;11175;6068;68515;-672;54174;14355;484524;109;184;48.75712794,1.73156673
78;551;3;98;4;409;Entre 25.000 et 50.000 habitants;4827;SAINT-GERMAIN-EN-LAYE;5819;24332;5820;11329;6333;68667;-273;54329;20526;485347;22;107;48.89682374,2.08978942
78;591;1;8;6;22;Entre 10.000 et 25.000 habitants;940;SEPTEUIL;5519;24329;5520;11327;6033;68666;-728;54325;14053;485333;52;165;48.89257749,1.68091584
78;609;1;14;6;9;Entre 0 et 1000 habitants;436;TESSANCOURT-SUR-AUBETTE;5695;24475;5696;11472;6210;68811;-462;54472;15513;490128;25;140;49.02486044,1.91973593
91;105;1;24;6;83;Entre 10.000 et 25.000 habitants;669;BREUILLET;5878;23964;5878;1962;6389;68299;-183;53962;21017;483358;50;116;48.5661945,2.17126951
91;145;1;7;6;1;Entre 0 et 1000 habitants;513;CHATIGNONVILLE;5701;23855;5701;1853;6210;68191;-450;53853;15554;482803;152;159;48.46762889,1.93229936
91;508;1;8;6;3;Entre 0 et 1000 habitants;1127;PUISELET-LE-MARAIS;5945;23785;5945;1783;6454;68119;-83;53784;21544;482419;70;143;48.40536706,2.26224744
91;666;3;35;6;22;Entre 10.000 et 25.000 habitants;536;VILLEJUST;5926;24093;5926;11091;6438;68427;-111;54092;21411;484057;121;167;48.68222643,2.23605701
77;82;2;22;6;8;Entre 0 et 1000 habitants;1305;CHAMPEAUX;6347;23986;6347;1984;6858;68317;523;53984;24826;483506;71;104;48.58515741,2.80666934
77;290;1;12;6;6;Entre 0 et 1000 habitants;577;MERY-SUR-MARNE;6634;24413;6633;11411;7148;68741;961;54408;31206;485802;52;196;48.96674311,3.20187364
77;309;1;9;6;16;Entre 10.000 et 25.000 habitants;1211;MONTHYON;6359;24457;6359;11454;6874;68787;545;54453;24938;490029;89;168;49.00841116,2.82690369
77;420;1;9;6;38;Entre 10.000 et 25.000 habitants;626;SAINT-MARD;6262;24490;6262;11487;6777;68821;399;54487;24143;490218;93;166;49.03853479,2.69460709
77;464;5;43;5;93;Entre 10.000 et 25.000 habitants;517;THORIGNY-SUR-MARNE;6275;24319;6275;11317;6788;68650;417;54317;24242;485305;38;122;48.88481041,2.71126319
78;107;1;2;6;20;Entre 10.000 et 25.000 habitants;1138;BREVAL;5412;24388;5412;11385;5926;68726;-892;54383;13201;485639;107;163;48.94470568,1.53426561
95;566;2;26;6;25;Entre 10.000 et 25.000 habitants;1323;SAINT-MARTIN-DU-TERTRE;6007;24565;6007;11563;6522;68898;10;54563;22044;490624;56;210;49.10646197,2.34608218
93;33;2;19;6;64;Entre 10.000 et 25.000 habitants;168;GOURNAY-SUR-MARNE;6176;24291;6176;11288;6689;68623;266;54289;23435;485135;37;61;48.85999306,2.57623535
93;7;2;6;5;511;Entre 50.000 et 100.000 habitants;805;LE BLANC-MESNIL;6091;24378;6091;11376;6605;68711;138;54376;22740;485619;37;49;48.9383569,2.46064305
94;28;1;90;3;894;Entre 50.000 et 100.000 habitants;1146;CRETEIL;6086;24199;6086;11197;6598;68532;130;54198;22711;484640;31;74;48.77748912,2.45346123
95;39;3;34;5;68;Entre 10.000 et 25.000 habitants;1269;AUVERS-SUR-OISE;5881;24526;5881;11524;6397;68861;-180;54524;21027;490418;21;111;49.07130647,2.17374933
95;652;2;26;5;49;Entre 10.000 et 25.000 habitants;819;VIARMES;6025;24589;6025;11586;6540;68922;38;54587;22213;490740;28;154;49.12802266,2.37073104
77;159;3;10;5;28;Entre 10.000 et 25.000 habitants;1207;DONNEMARIE-DONTILLY;6587;23869;6587;1867;7096;68198;882;53865;30750;482841;68;139;48.47824901,3.13023507
77;179;2;5;6;6;Entre 0 et 1000 habitants;933;FERICY;6344;23847;6344;1845;6853;68178;516;53844;24804;482736;52;109;48.46021867,2.80149226
77;266;2;5;6;7;Entre 0 et 1000 habitants;1628;MACHAULT;6366;23841;6365;1839;6875;68171;549;53838;24950;482716;72;117;48.45470414,2.8311777
77;383;3;23;6;8;Entre 0 et 1000 habitants;2312;RAMPILLON;6539;23948;6539;1946;7049;68277;811;53944;30358;483259;120;144;48.54968265,3.06632561
77;407;2;32;6;122;Entre 10.000 et 25.000 habitants;1657;SAINT-FARGEAU-PONTHIERRY;6154;23927;6154;1925;6664;68259;231;53925;23241;483158;37;86;48.53286725,2.54495903
77;99;4;4;5;31;Entre 10.000 et 25.000 habitants;2935;CHATEAU-LANDON;6271;23501;6271;23501;6777;67832;404;53499;24202;480857;66;116;48.14947929,2.70065817
77;111;5;43;6;42;Entre 10.000 et 25.000 habitants;574;CHESSY;6313;24314;6313;11312;6826;68645;474;54311;24548;485249;37;130;48.88014309,2.76301008
77;150;1;9;6;4;Entre 0 et 1000 habitants;333;CUISY;6319;24469;6319;11467;6834;68800;484;54466;24621;490110;102;185;49.01940593,2.77235491
94;75;1;26;5;95;Entre 10.000 et 25.000 habitants;562;VILLECRESNES;6145;24137;6145;11134;6657;68469;219;54135;23203;484317;49;112;48.72165699,2.53348669
95;151;3;25;6;3;Entre 0 et 1000 habitants;500;CHAUVRY;5949;24507;5949;11504;6464;68840;-77;54504;21601;490314;81;194;49.05432429,2.26677434
77;24;1;12;6;4;Entre 0 et 1000 habitants;1746;BASSEVELLE;6689;24367;6689;11365;7202;68694;1044;54361;31634;485529;104;206;48.9248396,3.27618827
77;49;1;8;6;9;Entre 0 et 1000 habitants;988;BOUTIGNY;6434;24359;6434;11357;6948;68689;658;54356;25543;485513;60;171;48.91988086,2.92834474
77;177;2;28;6;11;Entre 10.000 et 25.000 habitants;2827;FAVIERES;6322;24185;6322;11183;6834;68516;487;54182;24629;484551;92;126;48.76415935,2.77429614
77;313;4;16;6;2;Entre 0 et 1000 habitants;443;MONTMACHOUX;6487;23691;6487;1689;6995;68020;729;53687;25935;481907;96;155;48.31905386,2.99301688
78;147;1;2;6;4;Entre 0 et 1000 habitants;302;CHAUFOUR-LES-BONNIERES;5376;24468;5376;11466;5891;68806;-948;54462;12900;490058;133;158;49.01625288,1.4839678
78;209;2;18;6;8;Entre 0 et 1000 habitants;1199;EMANCE;5552;23992;5553;1990;6063;68330;-674;53989;14348;483525;119;167;48.58992196,1.72944392
78;402;1;7;6;35;Entre 10.000 et 25.000 habitants;1042;MEZIERES-SUR-SEINE;5610;24401;5610;11399;6124;68738;-592;54398;14814;485729;17;156;48.95790024,1.80427655
77;524;3;10;6;5;Entre 0 et 1000 habitants;1133;VIMPELLES;6613;23826;6612;1824;7121;68155;920;53822;30951;482623;51;132;48.43935262,3.16477681
78;96;1;8;6;5;Entre 0 et 1000 habitants;1076;BOURDONNE;5505;24177;5505;11175;6017;68515;-748;54173;13948;484521;102;178;48.75586341,1.66361072
78;165;4;38;6;175;Entre 10.000 et 25.000 habitants;611;LES CLAYES-SOUS-BOIS;5741;24248;5741;11245;6254;68583;-392;54245;15901;484914;110;178;48.8210621,1.98398584
78;597;1;7;6;6;Entre 0 et 1000 habitants;519;SOINDRES;5515;24401;5516;11399;6030;68739;-735;54397;14031;485726;85;141;48.95725092,1.67463692
91;103;3;4;5;227;Entre 10.000 et 25.000 habitants;1456;BRETIGNY-SUR-ORGE;5979;24012;5979;11010;6490;68346;-32;54011;21828;483634;41;97;48.60945582,2.30804253
91;399;1;17;6;2;Entre 0 et 1000 habitants;995;MESPUITS;5952;23731;5952;1729;6461;68065;-72;53730;21620;482125;93;145;48.35682356,2.27176004
91;469;1;8;6;9;Entre 0 et 1000 habitants;1029;ORMOY-LA-RIVIERE;5861;23783;5861;1781;6370;68118;-208;53782;20858;482413;67;147;48.40344243,2.14883199
92;24;2;91;5;582;Entre 50.000 et 100.000 habitants;308;CLICHY;5977;24339;5977;11337;6491;68673;-35;54337;21820;485413;23;35;48.90336725,2.30515039
95;157;3;16;6;1;Entre 0 et 1000 habitants;847;CHERENCE;5517;24548;5518;11545;6033;68885;-734;54544;14035;490521;60;195;49.08935814,1.67567763
95;213;3;17;6;6;Entre 0 et 1000 habitants;1046;EPIAIS-RHUS;5799;24583;5800;11580;6315;68918;-305;54580;20343;490720;56;186;49.12231822,2.06132716
95;371;2;15;6;55;Entre 10.000 et 25.000 habitants;862;MARLY-LA-VILLE;6119;24537;6119;11534;6634;68869;181;54534;22958;490451;71;145;49.08119284,2.49928661
77;79;4;21;6;64;Entre 10.000 et 25.000 habitants;728;CHAMPAGNE-SUR-SEINE;6344;23777;6344;1775;6853;68108;516;53775;24804;482350;42;111;48.3972877,2.80093407
77;102;4;24;6;1;Entre 0 et 1000 habitants;487;CHATENOY;6215;23594;6215;1592;6722;67926;322;53593;23734;481400;100;119;48.23330988,2.62587064
77;136;2;28;6;2;Entre 0 et 1000 habitants;782;COURQUETAINE;6302;24089;6302;11087;6813;68420;455;54087;24446;484041;75;106;48.67796878,2.7464253
77;366;1;9;6;2;Entre 0 et 1000 habitants;353;LE PLESSIS-L'EVEQUE;6328;24457;6327;11454;6842;68787;497;54454;24703;490030;96;130;49.0085772,2.7845581
77;312;4;21;6;28;Entre 10.000 et 25.000 habitants;920;MONTIGNY-SUR-LOING;6301;23711;6301;1709;6809;68042;451;53709;24434;482017;49;136;48.33816391,2.7424231
77;356;3;1;6;0;Entre 0 et 1000 habitants;453;PASSY-SUR-SEINE;6748;23812;6748;1810;7257;68139;1123;53806;32050;482530;60;74;48.42534865,3.34692311
77;372;5;14;6;33;Entre 10.000 et 25.000 habitants;717;POMPONNE;6260;24316;6260;11313;6773;68647;394;54313;24127;485255;37;120;48.88217666,2.69080374
77;435;2;32;6;11;Entre 10.000 et 25.000 habitants;732;SAINT-SAUVEUR-SUR-ECOLE;6156;23887;6156;1885;6666;68219;235;53885;23253;482948;42;83;48.49690355,2.5475213
95;584;3;17;6;6;Entre 0 et 1000 habitants;534;SANTEUIL;5719;24587;5719;11585;6235;68923;-428;54584;15705;490732;50;121;49.1256099,1.95177961
78;396;3;11;6;64;Entre 10.000 et 25.000 habitants;325;LE MESNIL-LE-ROI;5843;24367;5843;11364;6357;68701;-238;54364;20721;485541;20;71;48.92834161,2.12237248
78;562;2;18;6;15;Entre 10.000 et 25.000 habitants;3452;SAINT-LEGER-EN-YVELINES;5580;24138;5580;11136;6092;68475;-634;54135;14556;484317;112;186;48.72134411,1.76594614
91;292;3;1;6;7;Entre 0 et 1000 habitants;261;GUIBEVILLE;5952;23969;5952;1967;6462;68304;-73;53968;21616;483416;84;90;48.57078727,2.27149143
91;359;2;18;6;27;Entre 10.000 et 25.000 habitants;2158;MAISSE;6029;23773;6029;1771;6538;68107;44;53772;22234;482341;59;147;48.39459607,2.37566176
91;549;3;25;5;341;Entre 25.000 et 50.000 habitants;927;SAINTE-GENEVIEVE-DES-BOIS;5997;24044;5997;11041;6508;68377;-5;54042;21956;483816;37;90;48.63822429,2.3324398
95;88;2;38;6;7;Entre 0 et 1000 habitants;471;BONNEUIL-EN-FRANCE;6070;24418;6070;11416;6585;68751;107;54416;22557;485828;35;59;48.97432983,2.43206152
77;50;4;4;6;5;Entre 0 et 1000 habitants;1385;BRANSLES;6371;23504;6371;1502;6877;67835;553;53502;25005;480907;77;120;48.15168418,2.83505056
77;98;3;23;6;3;Entre 0 et 1000 habitants;340;CHATEAUBLEAU;6569;23991;6569;1989;7079;68320;857;53987;30627;483516;120;150;48.58807815,3.10751418
77;191;2;22;6;11;Entre 10.000 et 25.000 habitants;2744;FONTENAILLES;6454;23951;6454;1949;6964;68281;684;53948;25706;483312;92;130;48.55303226,2.95127094
77;478;1;12;6;10;Entre 10.000 et 25.000 habitants;1393;USSY-SUR-MARNE;6540;24399;6539;11397;7053;68728;818;54395;30423;485719;50;166;48.95502264,3.07339881
77;493;2;22;6;31;Entre 10.000 et 25.000 habitants;781;VERNEUIL-L'ETANG;6368;24052;6368;11050;6879;68383;554;54049;25008;483840;77;119;48.64436822,2.83568917
77;501;4;21;6;8;Entre 0 et 1000 habitants;1094;VILLECERF;6379;23700;6379;1698;6887;68030;567;53697;25050;481939;60;139;48.32786573,2.84751017
77;507;3;1;6;5;Entre 0 et 1000 habitants;2081;VILLENAUXE-LA-PETITE;6720;23792;6720;1790;7229;68120;1081;53786;31834;482428;56;138;48.40768659,3.30877023
77;222;2;22;6;32;Entre 10.000 et 25.000 habitants;568;GUIGNES;6341;24042;6341;11040;6852;68373;514;54040;24755;483809;73;107;48.63552768,2.7989857
77;270;1;7;6;8;Entre 0 et 1000 habitants;1357;MAISONCELLES-EN-BRIE;6480;24296;6480;11294;6993;68626;727;54293;25926;485148;119;157;48.8629362,2.99035772
78;162;2;5;6;5;Entre 0 et 1000 habitants;873;CHOISEL;5765;24098;5765;11096;6277;68434;-354;54096;20104;484111;89;178;48.68633319,2.01748204
78;349;2;19;6;5;Entre 0 et 1000 habitants;1391;LONGVILLIERS;5746;23979;5746;1976;6257;68314;-383;53977;15932;483444;79;160;48.57929292,1.99239757
78;431;3;17;6;24;Entre 10.000 et 25.000 habitants;724;MORAINVILLIERS;5707;24368;5707;11365;6221;68704;-444;54365;15613;485543;58;181;48.92876193,1.93687782
91;98;1;8;6;4;Entre 0 et 1000 habitants;701;BOUTERVILLIERS;5792;23838;5792;1836;6302;68173;-312;53836;20320;482709;88;155;48.45270329,2.05540146
94;42;2;15;5;176;Entre 10.000 et 25.000 habitants;230;JOINVILLE-LE-PONT;6100;24248;6100;11245;6613;68580;151;54246;22822;484917;33;61;48.82150936,2.47261506
94;78;1;88;5;310;Entre 25.000 et 50.000 habitants;875;VILLENEUVE-SAINT-GEORGES;6083;24149;6083;11147;6595;68482;126;54147;22659;484357;30;93;48.73255228,2.4492845
95;254;3;17;6;5;Entre 0 et 1000 habitants;428;FREMECOURT;5755;24581;5755;11578;6270;68916;-373;54578;20002;490713;80;168;49.12036722,2.00110233
95;682;2;15;6;2;Entre 0 et 1000 habitants;326;VILLIERS-LE-SEC;6039;24527;6039;11525;6554;68860;59;54525;22322;490421;112;146;49.07230523,2.3898427
93;74;2;15;6;63;Entre 10.000 et 25.000 habitants;378;VAUJOURS;6173;24373;6172;11371;6686;68705;262;54371;23419;485602;61;127;48.93369538,2.57248334
94;76;3;93;5;553;Entre 50.000 et 100.000 habitants;534;VILLEJUIF;6018;24217;6018;11215;6531;68551;27;54215;22140;484738;62;130;48.79372182,2.36099297
95;612;2;13;6;41;Entre 10.000 et 25.000 habitants;394;LE THILLAY;6098;24452;6098;11449;6613;68784;149;54450;22815;490017;52;104;49.00484721,2.47036312
78;307;2;18;6;9;Entre 0 et 1000 habitants;1807;HERMERAY;5522;24059;5522;11057;6034;68397;-721;54056;14117;483860;119;174;48.64993123,1.68804413
78;310;1;8;5;33;Entre 10.000 et 25.000 habitants;1039;HOUDAN;5460;24216;5460;11214;5973;68554;-817;54212;13606;484727;87;129;48.79055281,1.60194579
78;558;1;2;6;3;Entre 0 et 1000 habitants;648;SAINT-ILLIERS-LA-VILLE;5417;24423;5417;11421;5932;68761;-884;54418;13226;485834;76;167;48.97620308,1.54060291
91;35;1;7;6;4;Entre 0 et 1000 habitants;1059;AUTHON-LA-PLAINE;5719;23836;5719;1834;6229;68172;-422;53834;15724;482702;147;157;48.45062875,1.95675713
91;228;2;97;3;524;Entre 50.000 et 100.000 habitants;833;EVRY;6069;24028;6069;11026;6580;68361;103;54026;22546;483726;32;95;48.62380565,2.43006772
91;286;2;40;5;269;Entre 25.000 et 50.000 habitants;487;GRIGNY;6038;24064;6038;11062;6549;68398;57;54063;22317;483924;32;84;48.6561913,2.38806562
91;525;1;7;6;12;Entre 10.000 et 25.000 habitants;1340;ROINVILLE;5785;23925;5785;1923;6295;68261;-324;53924;20243;483153;82;163;48.53089198,2.04550468
77;12;3;29;6;3;Entre 0 et 1000 habitants;1349;AUGERS-EN-BRIE;6752;24096;6752;11094;7263;68423;1134;54089;32126;484049;134;168;48.68058305,3.35730431
77;59;5;35;6;7;Entre 0 et 1000 habitants;264;BUSSY-SAINT-MARTIN;6260;24279;6260;11277;6773;68611;393;54277;24125;485057;54;111;48.84892374,2.69057709
77;214;1;37;6;9;Entre 0 et 1000 habitants;334;GRESSY;6247;24408;6247;11406;6761;68739;374;54405;24024;485754;51;72;48.96490697,2.67362555
77;364;1;37;6;2;Entre 0 et 1000 habitants;341;LE PLESSIS-AUX-BOIS;6316;24451;6316;11448;6831;68781;480;54448;24607;490010;98;136;49.00324574,2.76812126
77;367;1;15;6;3;Entre 0 et 1000 habitants;820;LE PLESSIS-PLACY;6478;24513;6477;11511;6993;68843;726;54509;25923;490330;89;149;49.05795485,2.99008861
77;284;1;98;4;496;Entre 25.000 et 50.000 habitants;1495;MEAUX;6404;24403;6404;11401;6918;68733;613;54400;25316;485734;39;107;48.95961762,2.88785585
77;473;4;24;6;5;Entre 0 et 1000 habitants;1410;TREUZY-LEVELAY;6354;23639;6354;1637;6862;67970;530;53637;24849;481623;66;140;48.27316242,2.81330595
95;563;3;20;5;148;Entre 10.000 et 25.000 habitants;524;SAINT-LEU-LA-FORET;5934;24466;5934;11463;6449;68799;-100;54463;21447;490101;57;191;49.01746755,2.24633085
77;62;5;43;6;5;Entre 0 et 1000 habitants;161;CARNETIN;6270;24336;6270;11334;6784;68668;409;54334;24218;485402;75;130;48.90010962,2.70455777
77;210;3;20;6;26;Entre 10.000 et 25.000 habitants;2907;LA GRANDE-PAROISSE;6419;23766;6419;1763;6928;68096;629;53763;25409;482312;45;147;48.38695716,2.90207897
77;427;1;37;6;5;Entre 0 et 1000 habitants;769;SAINT-MESMES;6263;24429;6263;11427;6777;68761;399;54427;24144;485902;57;118;48.983715,2.69559377
78;3;2;19;6;32;Entre 10.000 et 25.000 habitants;2592;ABLIS;5630;23910;5630;1908;6140;68247;-557;53907;15008;483060;132;164;48.51670453,1.83584401
78;382;3;39;6;43;Entre 10.000 et 25.000 habitants;365;MAURECOURT;5799;24444;5799;11441;6314;68779;-305;54441;20343;485950;19;167;48.99741513,2.0619936
78;643;3;25;6;94;Entre 10.000 et 25.000 habitants;648;VERNOUILLET;5741;24416;5741;11414;6256;68752;-393;54414;15860;485820;19;169;48.97204445,1.98295511
91;186;3;13;6;6;Entre 0 et 1000 habitants;374;COURSON-MONTELOUP;5858;23993;5858;1991;6369;68328;-213;53992;20841;483532;72;104;48.59222247,2.14408452
91;284;1;7;6;10;Entre 10.000 et 25.000 habitants;1268;LES GRANGES-LE-ROI;5765;23893;5765;1890;6275;68228;-353;53891;20109;483006;97;158;48.50205518,2.01861027
91;540;1;24;5;48;Entre 10.000 et 25.000 habitants;1144;SAINT-CHERON;5844;23950;5844;1948;6354;68285;-235;53948;20729;483313;62;159;48.55353579,2.12527029
92;12;3;89;4;1131;Plus de 100.000 habitants;617;BOULOGNE-BILLANCOURT;5930;24263;5930;11261;6443;68598;-106;54262;21429;485007;28;40;48.83502905,2.24120479
94;52;2;19;4;310;Entre 25.000 et 50.000 habitants;280;NOGENT-SUR-MARNE;6107;24265;6107;11263;6620;68598;162;54263;22857;485012;36;99;48.8367771,2.48218534
94;79;2;38;5;273;Entre 25.000 et 50.000 habitants;433;VILLIERS-SUR-MARNE;6153;24255;6153;11252;6666;68587;231;54253;23241;484939;66;103;48.82769681,2.5447777
