Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0931134C;Ecole primaire privée Espérance;ECOLE ELEMENTAIRE PRIVEE;ESPERANCE;Privé;35 avenue Anatole France;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662910.0;6870685.8;EPSG:2154;48.93507748170272;2.493739822965016;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9350774817,2.49373982297;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-18
0931140J;Ecole primaire privée Notre Dame des Vertus;ECOLE ELEMENTAIRE PRIVEE;NOTRE DAME DES VERTUS;Privé;11  RUE DES NOYERS;;;93300;AUBERVILLIERS;Aubervilliers;654738.4;6868582.5;EPSG:2154;48.915640798120236;2.3824301893191526;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.9156407981,2.38243018932;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-12-18
0931234L;Section d'enseignement professionnel du Lycée Eugène Henaff;SECTION ENSEIGNT PROFESSIONNEL;LYCEE EUGENE HENAFF;Public;55 avenue Raspail;;;93170;BAGNOLET;Bagnolet;658229.8;6864083.6;EPSG:2154;48.87541982289497;2.4305094245438905;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8754198229,2.43050942454;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-25
0931322G;Section d'enseignement général et professionnel adapté Georges Politzer;SEGPA;CLG GEORGES POLITZER;Public;11 RUE GEORGES POLITZER;;;93120;LA COURNEUVE;La Courneuve;655999.3;6870256.0;EPSG:2154;48.93077703057477;2.3994601504794164;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;93;11;24;93027;Seine-Saint-Denis;Ile-de-France;Créteil;48.9307770306,2.39946015048;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-07-28
0931464L;Lycée général privé Merkaz Hatorah Garçons;LYCEE GENERAL PRIVE;MERKAZ HATORAH GARCONS;Privé;92 CHEMIN DES BOURDONS;;;93220;GAGNY;Gagny;665018.7;6865737.5;EPSG:2154;48.890697600361094;2.522929878925147;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8906976004,2.52292987893;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-05
0931488M;Section d'enseignement général et professionnel adapté Pablo Néruda;SEGPA;CLG PABLO NERUDA;Public;4 RUE DU DR FLEMMING;;;93604;AULNAY SOUS BOIS CEDEX;Aulnay-sous-Bois;664740.6;6872438.9;EPSG:2154;48.95094487514006;2.5185800848786126;Correcte;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9509448751,2.51858008488;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-12-15
0931545Z;Section d'enseignement général et professionnel adapté Evariste Galois;SEGPA;CLG EVARISTE GALOIS;Public;Avenue DUMONT D'URVILLE;;;93270;SEVRAN;Sevran;665032.8;6871941.1;EPSG:2154;48.946484468397735;2.522610678541276;Parfaite;Rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;93;11;24;93071;Seine-Saint-Denis;Ile-de-France;Créteil;48.9464844684,2.52261067854;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-02-27
0931730A;Ecole primaire privée Les Benjamins;ECOLE ELEMENTAIRE PRIVEE;LES BENJAMINS;Privé;37 rue Pierre Brossolette;;;93500;PANTIN;Pantin;657750.4;6866125.2;EPSG:2154;48.89374813315994;2.423770442931011;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.8937481332,2.42377044293;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1977-12-13
0931764M;Collège privé Ohr Sarah;COLLEGE PRIVE;OHR SARAH;Privé;37 rue Pierre Brossolette;;;93500;PANTIN;Pantin;657741.5;6866064.9;EPSG:2154;48.89320529110075;2.4236550654925404;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.8932052911,2.42365506549;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-09-01
0931796X;Lycée enseignement général et technologique privé O R T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE;ORT;Privé;39 rue Raspail;;;93107;MONTREUIL CEDEX;Montreuil;657808.2;6861574.7;EPSG:2154;48.85283002971974;2.425010653766322;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8528300297,2.42501065377;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0932112R;Section d'enseignement professionnel du Lycée de l'Horticulture;SECTION ENSEIGNT PROFESSIONNEL;LYCEE HORTICULTURE;Public;16  RUE PAUL DOUMER;;;93100;MONTREUIL;Montreuil;660110.7;6862302.7;EPSG:2154;48.85952360124399;2.4563197668743446;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8595236012,2.45631976687;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0932368U;Section d'enseignement professionnel Lycée Assomption;SECTION ENSEIGT PROFES.PRIVEE;LYCEE ASSOMPTION;Privé;12 avenue de Verdun;;;93140;BONDY;Bondy;662611.8;6867170.6;EPSG:2154;48.90344975529909;2.4899795575444634;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;93;11;24;93010;Seine-Saint-Denis;Ile-de-France;Créteil;48.9034497553,2.48997955754;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2003-01-10
0932396Z;Etablissement Expérimental Nouvelles Chances Lycée Mozart;ETABLISSEMENT EXPERIMENTAL;NOUVELLES CHANCES;Public;10 avenue Charles de Gaulle;;24;93150;LE BLANC MESNIL;Le Blanc-Mesnil;661030.1;6871673.8;EPSG:2154;48.943850766886214;2.4679900156556;Parfaite;Numéro de rue;315;ETABLISSEMENT EXPERIMENTAL;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9438507669,2.46799001566;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2004-09-01
0932495G;Ecole Montessori Enfants du Monde;ECOLE MATERNELLE PRIVEE;MONTESSORI ENFANTS DU MONDE;Privé;14 rue de la Beaune;;;93100;MONTREUIL;Montreuil;658614.4;6862568.6;EPSG:2154;48.861820436855375;2.4359003989514276;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8618204369,2.43590039895;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2006-09-01
0932603Z;Ecole Primaire Privée Malik Ibn Anas;ECOLE ELEMENTAIRE PRIVEE;MALIK IBN ANAS;Privé;17 allée Louis Bréguet;;;93420;VILLEPINTE;Villepinte;667988.0;6872956.0;EPSG:2154;48.95576461974665;2.5628789496801927;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93078;Seine-Saint-Denis;Ile-de-France;Créteil;48.9557646197,2.56287894968;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0932619S;lycée général privé Saint Germain;LYCEE GENERAL PRIVE;SAINT GERMAIN;Privé;103 RUE SADI CARNOT;;;93700;DRANCY;Drancy;658959.7;6869667.3;EPSG:2154;48.92567886346106;2.4399205063602665;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;93;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.9256788635,2.43992050636;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2015-09-01
0932688S;Ecole les Chrysalides 93;ECOLE ELEMENTAIRE PRIVEE;LES CHRYSALIDES 93;Privé;6 rue de Mulhouse;;;93110;ROSNY SOUS BOIS;Rosny-sous-Bois;663275.2;6863191.9;EPSG:2154;48.867708325373655;2.4993729919928196;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93064;Seine-Saint-Denis;Ile-de-France;Créteil;48.8677083254,2.49937299199;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2017-09-01
0940133J;Section d'enseignement professionnel du Lycée Marx Dormoy;SECTION ENSEIGNT PROFESSIONNEL;LYCEE MARX DORMOY;Public;500 RUE DU PROFESSEUR MILLIEZ;;;94507;CHAMPIGNY SUR MARNE CEDEX;Champigny-sur-Marne;665890.5;6857381.9;EPSG:2154;48.8156017958959;2.535489426218756;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94017;Val-de-Marne;Ile-de-France;Créteil;48.8156017959,2.53548942622;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940136M;Section d'enseignement professionnel du Lycée Fernand Léger;SECTION ENSEIGNT PROFESSIONNEL;LYCEE FERNAND LEGER;Public;15 avenue Henri Barbusse;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;654314.1;6856679.4;EPSG:2154;48.808567624846695;2.3779205631512856;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8085676248,2.37792056315;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940139R;Section d'enseignement professionnel du Lycée Paul Doumer;SECTION ENSEIGNT PROFESSIONNEL;LYCEE PAUL DOUMER;Public;2 RUE PAUL DOUMER;;;94170;LE PERREUX SUR MARNE;Le Perreux-sur-Marne;663918.0;6859366.9;EPSG:2154;48.83334611047311;2.5084598952662187;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94058;Val-de-Marne;Ile-de-France;Créteil;48.8333461105,2.50845989527;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940156J;Ecole élémentaire Centre;ECOLE ELEMENTAIRE PUBLIQUE;CENTRE;Public;6 avenue Auguste Marin;;;94100;ST MAUR DES FOSSES;Saint-Maur-des-Fossés;661227.8;6856650.2;EPSG:2154;48.80875780635;2.4720601653291245;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94068;Val-de-Marne;Ile-de-France;Créteil;48.8087578064,2.47206016533;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940163S;Ecole élémentaire Montesquieu;ECOLE ELEMENTAIRE PUBLIQUE;MONTESQUIEU;Public;57 rue Charles Fourier;;;94400;VITRY SUR SEINE;Vitry-sur-Seine;656312.4;6855990.3;EPSG:2154;48.80250878620185;2.405199926158411;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.8025087862,2.40519992616;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940209S;Ecole élémentaire Jardin Parisien A;ECOLE ELEMENTAIRE PUBLIQUE;JARDIN PARISIEN A;Public;26 rue Jules Ferry;;;94240;L HAY LES ROSES;L'Haÿ-les-Roses;652210.6;6853289.5;EPSG:2154;48.777928389926814;2.349659798446317;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94038;Val-de-Marne;Ile-de-France;Créteil;48.7779283899,2.34965979845;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940221E;Ecole élémentaire Camille Claudel;ECOLE ELEMENTAIRE PUBLIQUE;CAMILLE CLAUDEL;Public;Place du Général Leclerc;;;94320;THIAIS;Thiais;655417.0;6851928.0;EPSG:2154;48.76591311908249;2.393434513198922;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94073;Val-de-Marne;Ile-de-France;Créteil;48.7659131191,2.3934345132;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940235V;Ecole élémentaire Romain Rolland A;ECOLE ELEMENTAIRE PUBLIQUE;ROMAIN ROLLAND A;Public;2 rue Paul Bert;;;94500;CHAMPIGNY SUR MARNE;Champigny-sur-Marne;666741.7;6857010.2;EPSG:2154;48.812303419234155;2.547110027276237;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94017;Val-de-Marne;Ile-de-France;Créteil;48.8123034192,2.54711002728;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940244E;Ecole élémentaire Belle Image;ECOLE ELEMENTAIRE PUBLIQUE;BELLE IMAGE;Public;19 rue Amédée Picard;;;94230;CACHAN;Cachan;650852.6;6854941.2;EPSG:2154;48.79268086238763;2.3309899470837903;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94016;Val-de-Marne;Ile-de-France;Créteil;48.7926808624,2.33098994708;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940260X;Ecole élémentaire Victor Hugo;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;Public;28 rue Jules Guesde;;;94140;ALFORTVILLE;Alfortville;657144.2;6856226.4;EPSG:2154;48.80468793969486;2.4165005881280344;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94002;Val-de-Marne;Ile-de-France;Créteil;48.8046879397,2.41650058813;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940307Y;Ecole élémentaire Charles Beuvin B;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES BEUVIN B;Public;4 rue Henri Koch;;;94000;CRETEIL;Créteil;660005.6;6855896.3;EPSG:2154;48.801903027271464;2.45548944366635;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94028;Val-de-Marne;Ile-de-France;Créteil;48.8019030273,2.45548944367;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940340J;Ecole élémentaire Michelet;ECOLE ELEMENTAIRE PUBLIQUE;MICHELET;Public;2 avenue Michelet;;;94100;ST MAUR DES FOSSES;Saint-Maur-des-Fossés;664113.0;6855050.1;EPSG:2154;48.79453437724439;2.511480105085909;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94068;Val-de-Marne;Ile-de-France;Créteil;48.7945343772,2.51148010509;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940356B;Ecole élémentaire Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;46 rue Paul Bert;;;94130;NOGENT SUR MARNE;Nogent-sur-Marne;661982.3;6860042.2;EPSG:2154;48.83930793093067;2.482030513355576;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94052;Val-de-Marne;Ile-de-France;Créteil;48.8393079309,2.48203051336;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940359E;Ecole élémentaire Parmentier B;ECOLE ELEMENTAIRE PUBLIQUE;PARMENTIER B;Public;6 rue Paul Vaillant Couturier;;;94700;MAISONS ALFORT;Maisons-Alfort;658121.7;6856013.6;EPSG:2154;48.80283836689826;2.429830107009531;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8028383669,2.42983010701;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940405E;Ecole maternelle Irène Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;IRENE JOLIOT CURIE;Public;12 rue du 18 Juin 1940;;;94400;VITRY SUR SEINE;Vitry-sur-Seine;655558.4;6854603.9;EPSG:2154;48.789988775422145;2.3950793291695818;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.7899887754,2.39507932917;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940406F;Ecole maternelle Carnot;ECOLE MATERNELLE PUBLIQUE;CARNOT;Public;64 avenue Carnot;;;94230;CACHAN;Cachan;650444.5;6855669.6;EPSG:2154;48.79920040520144;2.3253503163703697;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94016;Val-de-Marne;Ile-de-France;Créteil;48.7992004052,2.32535031637;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940408H;Ecole maternelle Eva Salmon;ECOLE MATERNELLE PUBLIQUE;EVA SALMON;Public;42 rue Charles Fourier;;;94400;VITRY SUR SEINE;Vitry-sur-Seine;656571.1;6856013.5;EPSG:2154;48.802734906775264;2.40871959033498;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.8027349068,2.40871959033;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940415R;Ecole maternelle Joliot Curie;ECOLE MATERNELLE PUBLIQUE;JOLIOT CURIE;Public;5 allée Joliot Curie;;;94380;BONNEUIL SUR MARNE;Bonneuil-sur-Marne;662351.9;6852532.5;EPSG:2154;48.77179167779043;2.487729723812616;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94011;Val-de-Marne;Ile-de-France;Créteil;48.7717916778,2.48772972381;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940422Y;Ecole maternelle Jean Lurçat;ECOLE MATERNELLE PUBLIQUE;JEAN LURCAT;Public;2 avenue Cité du Chaperon Vert;;;94250;GENTILLY;Gentilly;651119.6;6857422.3;EPSG:2154;48.815014460336506;2.3343395565015075;Correcte;Ville;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94037;Val-de-Marne;Ile-de-France;Créteil;48.8150144603,2.3343395565;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940435M;Ecole maternelle Pauline Kergomard;ECOLE MATERNELLE PUBLIQUE;PAULINE KERGOMARD;Public;49 avenue Gabriel Péri;;;94110;ARCUEIL;Arcueil;651802.2;6855875.1;EPSG:2154;48.801151435811796;2.343809962950283;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94003;Val-de-Marne;Ile-de-France;Créteil;48.8011514358,2.34380996295;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940453G;Ecole maternelle Makarenko;ECOLE MATERNELLE PUBLIQUE;MAKARENKO;Public;2 rue Jean Perrin;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;654231.8;6857045.8;EPSG:2154;48.81185693414247;2.37676059926642;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8118569341,2.37676059927;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940455J;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;Rue Jean Mermoz;;;94800;VILLEJUIF;Villejuif;652926.4;6853739.8;EPSG:2154;48.78203079864888;2.3593505878069294;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94076;Val-de-Marne;Ile-de-France;Créteil;48.7820307986,2.35935058781;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940462S;Ecole maternelle Elisa Lesourd;ECOLE MATERNELLE PUBLIQUE;ELISA LESOURD;Public;33 rue Jules Ferry;;;94120;FONTENAY SOUS BOIS;Fontenay-sous-Bois;660456.7;6861288.9;EPSG:2154;48.8504278165498;2.4611298016391294;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94033;Val-de-Marne;Ile-de-France;Créteil;48.8504278165,2.46112980164;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940472C;Ecole maternelle du Centre;ECOLE MATERNELLE PUBLIQUE;CENTRE;Public;6 impasse Junot;;;94410;ST MAURICE;Saint-Maurice;657858.1;6857745.2;EPSG:2154;48.818394063976456;2.4260699852105225;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94069;Val-de-Marne;Ile-de-France;Créteil;48.818394064,2.42606998521;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940476G;Ecole maternelle Maurice Denis;ECOLE MATERNELLE PUBLIQUE;MAURICE DENIS;Public;18 rue des Frères Bonneff;;;94500;CHAMPIGNY SUR MARNE;Champigny-sur-Marne;662905.5;6857836.9;EPSG:2154;48.81952893182293;2.494800469851588;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94017;Val-de-Marne;Ile-de-France;Créteil;48.8195289318,2.49480046985;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940482N;Ecole maternelle Danielle Casanova;ECOLE MATERNELLE PUBLIQUE;DANIELLE CASANOVA;Public;49 rue de la Paix;;;94600;CHOISY LE ROI;Choisy-le-Roi;657507.1;6851832.1;EPSG:2154;48.76519163999512;2.4218794806360973;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94022;Val-de-Marne;Ile-de-France;Créteil;48.76519164,2.42187948064;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940483P;Ecole maternelle Pasteur;ECOLE MATERNELLE PUBLIQUE;PASTEUR;Public;69 rue Pasteur;;;94800;VILLEJUIF;Villejuif;653508.1;6856283.9;EPSG:2154;48.80495315597396;2.3669893474437873;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94076;Val-de-Marne;Ile-de-France;Créteil;48.804953156,2.36698934744;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940485S;Ecole maternelle Maurice Thorez;ECOLE MATERNELLE PUBLIQUE;MAURICE THOREZ;Public;62 avenue Maurice Thorez;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;654221.1;6857559.1;EPSG:2154;48.81647241993982;2.3765597143740695;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8164724199,2.37655971437;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940491Y;Ecole maternelle Parmentier;ECOLE MATERNELLE PUBLIQUE;PARMENTIER;Public;57 avenue du Général de Gaulle;;;94700;MAISONS ALFORT;Maisons-Alfort;658081.9;6855990.1;EPSG:2154;48.80262443599246;2.429290564312943;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.802624436,2.42929056431;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940496D;Ecole maternelle du Port aux Lions;ECOLE MATERNELLE PUBLIQUE;PORT AUX LIONS;Public;4 rue du Port aux Lions;;;94220;CHARENTON LE PONT;Charenton-le-Pont;655796.3;6858243.0;EPSG:2154;48.82273282581839;2.3979397288286686;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94018;Val-de-Marne;Ile-de-France;Créteil;48.8227328258,2.39793972883;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940508S;Ecole maternelle Parc des Tilleuls;ECOLE MATERNELLE PUBLIQUE;PARC DES TILLEULS;Public;19 place des Tilleuls;;;94100;ST MAUR DES FOSSES;Saint-Maur-des-Fossés;663372.5;6856328.2;EPSG:2154;48.80598731862085;2.5012902636363927;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94068;Val-de-Marne;Ile-de-France;Créteil;48.8059873186,2.50129026364;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940509T;Ecole maternelle Simone Franceschi;ECOLE MATERNELLE PUBLIQUE;SIMONE FRANCESCHI;Public;Rue de Bordeaux;;;94140;ALFORTVILLE;Alfortville;657889.0;6854312.9;EPSG:2154;48.787528028878654;2.4268300981008832;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94002;Val-de-Marne;Ile-de-France;Créteil;48.7875280289,2.4268300981;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940511V;Ecole maternelle Condorcet;ECOLE MATERNELLE PUBLIQUE;CONDORCET;Public;2 rue de Vénus;;;94700;MAISONS ALFORT;Maisons-Alfort;659976.2;6856733.1;EPSG:2154;48.80942688346975;2.455010554893446;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8094268835,2.45501055489;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940514Y;Ecole maternelle Henri Wallon;ECOLE MATERNELLE PUBLIQUE;HENRI WALLON;Public;37 rue Frédéric Joliot-Curie;;;94600;CHOISY LE ROI;Choisy-le-Roi;657300.6;6852834.6;EPSG:2154;48.77419415220019;2.418969767799068;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94022;Val-de-Marne;Ile-de-France;Créteil;48.7741941522,2.4189697678;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
